,id,code,label
598,598,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int 0 Decl row int 0 Decl line int 0 Decl l int 0 Decl ArrayDecl ArrayDecl Matrix int 100 100 InitList InitList 0 InitList 0 Decl a int 0 Decl b int 0 Decl c int 0 Decl d int 0 Decl total int 0 Decl extra int 0 FuncCall scanf ExprList ""%d"" & n While < l n Compound FuncCall scanf ExprList ""%d %d"" & row & line If || == row 1 == line 1 For DeclList Decl i int 0 < i row ++ i For DeclList Decl j int 0 < j line ++ j += total ArrayRef ArrayRef matrix i j Compound = extra + + + ArrayRef ArrayRef matrix 0 0 ArrayRef ArrayRef matrix 0 - line 1 ArrayRef ArrayRef matrix - row 1 0 ArrayRef ArrayRef matrix - row 1 - line 1 = total - + + + a b c d extra End FuncCall printf ExprList ""%d\n"" total ++ l = a 0 = b 0 = c 0 = d 0 End Return 0 End",1
589,589,FileAST Decl mod int + 1e9 7 Decl maxn int 1e7 Decl ArrayDecl str char maxn Decl n int Decl L int Decl ArrayDecl p int maxn Decl ArrayDecl s char maxn Decl ArrayDecl ArrayDecl data int 2000100 5 FuncDef Decl FuncDecl init void Compound FuncCall memset ExprList data 0 sizeof data = n FuncCall strlen ExprList s = ArrayRef str 0 '@' = ArrayRef str 1 '#' For DeclList Decl i int 0 < i n ++ i Compound = ArrayRef str + * i 2 2 ArrayRef s i = ArrayRef str + * i 2 3 '#' End = l + * n 2 2 = ArrayRef str l 0 End Decl FuncDecl manacher void Decl FuncDecl ParamList Decl op int Decl l int Decl r int Decl num int add void Decl FuncDecl main int,1
508,508,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl k int Decl sum int 0 Decl ArrayDecl a int 15 Decl ArrayDecl b int 15 FuncCall scanf ExprList ""%d%d%d"" & n & m & k For DeclList Decl i int 0 < i k ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall printf ExprList ""%d\n"" / sum 2 End",0
405,405,FileAST FuncDef Decl FuncDecl main int Compound Decl t int >> cin t While != t 0 Compound -- t Decl m int Decl n int Decl i int Decl j int Decl sum int 0 >> >> cin m n Decl ArrayDecl ArrayDecl a int 100 100 For = i 0 < i m ++ i For = j 0 < j n ++ j Compound >> cin ArrayRef ArrayRef a i j If == i 0 = sum + sum ArrayRef ArrayRef a i j If == i - m 1 = sum + sum ArrayRef ArrayRef a i j End << << cout sum endl End Return 0 End,0
556,556,FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl ArrayDecl x int 100 Decl ArrayDecl y int 100 Decl ArrayDecl ArrayDecl m int 100 100 Decl i int Decl j int Decl k int Decl ArrayDecl count int 100 InitList 0 >> cin n For = k 0 < k n ++ k << << cout ArrayRef count k endl Return 0 End,1
190,190,FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl ArrayDecl step long 36 InitList 0 1 For DeclList Decl i int 2 < i 36 ++ i = ArrayRef step i + * 3 ArrayRef step - i 1 1 While && >> cin n n Compound << << cout * 2 ArrayRef step n endl End Return 0 End,0
701,701,"FileAST FuncDef Decl FuncDecl main int Compound Decl w int Decl s int Decl i int Decl year int Decl month int Decl day int Decl ArrayDecl ArrayDecl ymd int 3 5 Decl ArrayDecl num int 5 For = i 0 < i 5 ++ i Compound FuncCall scanf ExprList ""%d %d %d\n"" & year & month & day = ArrayRef ArrayRef ymd i 0 year = ArrayRef ArrayRef ymd i 1 month = ArrayRef ArrayRef ymd i 2 day End FuncCall printf ExprList ""%d\n%d\n%d\n%d\n%d\n"" ArrayRef num 0 ArrayRef num 1 ArrayRef num 2 ArrayRef num 3 ArrayRef num 4 End",1
375,375,"FileAST Decl ArrayDecl a int 4005 Decl ArrayDecl b int 4005 Decl ArrayDecl c int 4005 Decl ArrayDecl d int 4005 Decl ArrayDecl cd int * 4005 4005 FuncDef Decl FuncDecl main int Compound Decl n int While != FuncCall scanf ExprList ""%d"" & n eof Compound For DeclList Decl i int 0 < i n ++ i Compound FuncCall scanf ExprList ""%d%d%d%d"" & ArrayRef a i & ArrayRef b i & ArrayRef c i & ArrayRef d i End FuncCall sort ExprList cd + cd * n n Decl res long 0 FuncCall printf ExprList ""%lld\n"" res End End",0
667,667,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl s int 0 Decl ArrayDecl ArrayDecl a int 102 102 >> cin k While > k 0 Compound = s 0 >> >> cin m n For = i 1 <= i m ++ i For = j 1 <= j n ++ j >> cin ArrayRef ArrayRef a i j << << cout s endl -- k End End,1
645,645,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl k int Decl i int Decl m int Decl sum int 0 Decl x int Decl y int = i 0 Decl ArrayDecl sj int 100 Decl ArrayDecl ArrayDecl sz int 100 100 FuncCall scanf ExprList ""%d"" & x For = y 0 < y x ++ y Compound FuncCall scanf ExprList ""%d"" & m FuncCall scanf ExprList ""%d"" & n For = i 0 < i m ++ i Compound For = k 0 < k n ++ k Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz i k End End For = k 0 < k n ++ k Compound = sum + + sum ArrayRef ArrayRef sz 0 k ArrayRef ArrayRef sz - m 1 k End For = i 1 < i - m 1 ++ i Compound = sum + + sum ArrayRef ArrayRef sz i 0 ArrayRef ArrayRef sz i - n 1 End = ArrayRef sj y sum = sum 0 End Return 0 End",1
146,146,"FileAST Typedef LL long Decl maxn int 100 FuncDef Decl FuncDecl main int Compound Decl n int Decl k int 1 While && >> cin n > n 0 Compound Decl sum int 0 Decl x int For DeclList Decl i int 0 < i n ++ i Compound >> cin x += sum x End << << << << << cout ""Sum of #"" ++ k "" is "" sum endl End End",0
187,187,"FileAST FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl s int Decl i int Decl l int = s 0 FuncCall scanf ExprList ""%d %d %d"" & y & m & d Decl ArrayDecl a int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 For = i 1 < i m ++ i Compound = s + s ArrayRef a i End = s + s d If == % y 4 0 Compound If == % y 100 0 Compound If == % y 400 0 = l 1 = l 0 End = l 1 End = l 0 If > m 2 = s + s l FuncCall printf ExprList ""%d\n"" s Return 0 End",0
691,691,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl a int Decl ArrayDecl sum int 100 InitList 0 Decl x int Decl y int Decl z int >> cin k For = x 0 < x k ++ x Compound >> >> cin m n For = y 0 < y m ++ y Compound For = z 0 < z n ++ z Compound >> cin a If || || || == z 0 == y 0 == z - n 1 == y - m 1 = ArrayRef sum x + ArrayRef sum x a End End End Return 0 End,1
301,301,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ans int Decl i int Decl j int Decl x int FuncCall scanf ExprList ""%d"" & k While -- k Compound FuncCall scanf ExprList ""%d%d"" & n & m = ans 0 For = i 1 <= i n ++ i Compound If || == i 1 == i n For = j 1 <= j m ++ j Compound FuncCall scanf ExprList ""%d"" & x += ans x End For = j 1 <= j m ++ j Compound FuncCall scanf ExprList ""%d"" & x If || == j 1 == j m += ans x End End FuncCall printf ExprList ""%d\n"" ans End Return 0 End",0
482,482,"FileAST Decl ArrayDecl a int 101 Decl FuncDecl ParamList Decl l int Decl r int QSort void FuncDef Decl FuncDecl main int Compound Decl n int Decl i int Decl j int Decl res int Decl k int Decl cnt int FuncCall freopen ExprList ""hdoj3537.txt"" ""r"" stdin FuncCall freopen ExprList ""hdoj3537ans.txt"" ""w"" stdout While != FuncCall scanf ExprList ""%d"" & n eof Compound If == n 0 Compound FuncCall printf ExprList ""Yes\n"" Continue End For = i 0 < i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall qsort ExprList 0 - n 1 = res 0 = cnt 1 If res FuncCall printf ExprList ""No\n"" FuncCall printf ExprList ""Yes\n"" End Return 0 End",0
647,647,"FileAST FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl i int FuncCall scanf ExprList ""%d %d %d"" & y & m & d Decl ArrayDecl n int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 If && == % y 100 0 == % y 400 0 = ArrayRef n 1 29 If && != % y 100 0 & y == 4 0 = ArrayRef n 1 29 Decl sum int 0 For = i 0 < i - m 1 ++ i = sum + sum ArrayRef n i FuncCall printf ExprList ""%d\n"" + sum d FuncCall getchar FuncCall getchar End",1
512,512,"FileAST Typedef ll long Decl maxn int 123456 Decl ArrayDecl p int 8 Decl ArrayDecl ArrayDecl sx int 6 maxn Decl ArrayDecl ArrayDecl sy int 6 maxn Decl ArrayDecl ArrayDecl dp int 150 123 Decl ArrayDecl op_s int 123 Decl ArrayDecl op_t int 123 Decl ArrayDecl ArrayDecl id int 6 150 Decl FuncDecl init void Decl FuncDecl ParamList Decl ArrayDecl a int Cantor int Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int Decl ArrayDecl c int cal void Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int cal2 void FuncDef Decl FuncDecl main int Compound FuncCall init Decl n int Decl m int While ~ FuncCall scanf ExprList ""%d%d"" & n & m Compound For DeclList Decl i int 1 <= i 5 ++ i Compound = ArrayRef ArrayRef sx 0 i = ArrayRef ArrayRef sy + n 1 i i End Decl ArrayDecl a int 6 Decl ArrayDecl b int 6 FuncCall memset ExprList dp 0x3f sizeof dp Decl x int Decl s int Decl t int = x FuncCall cantor ExprList a = ArrayRef ArrayRef dp 0 x 0 Decl ans int ArrayRef ArrayRef dp m 1 If == ans 0x3f3f3f3f = ans - 1 FuncCall printf ExprList ""%d\n"" ans End Return 0 End",0
536,536,FileAST FuncDef Decl FuncDecl main int Compound Decl idx int 100 Decl i int 100 Decl j int 100 Decl lines int 100 Decl fun_name int 100 Decl None int 100 Decl N int 100 Decl ArrayDecl na int 101 Decl ArrayDecl a int 101 For = i 0 < i n ++ i Compound For = j 0 < j i ++ j Compound += ArrayRef a i ArrayRef a j End End Return 0 End,1
949,949,,1
1033,1033,,1
648,648,FileAST FuncDef Decl FuncDecl main int Compound Decl i int Decl year int Decl month int Decl day int Decl n int 0 >> >> >> cin year month day Decl ArrayDecl pin int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl run int 12 InitList 31 29 31 30 31 30 31 31 30 31 30 31 If || && == % year 4 0 != % year 100 0 == % year 400 0 Compound If >= month 2 Compound = n + n day End If == month 1 Compound = n day End End Compound If >= month 2 Compound For = i 0 <= i - month 2 ++ i Compound = n + n ArrayRef pin i End = n + n day End If == month 1 Compound = n day End End << << cout n endl Return 0 End,1
181,181,"FileAST Decl ArrayDecl ArrayDecl C long 123 123 Decl ArrayDecl ArrayDecl dp long 12345 123 Decl ArrayDecl a int 123 FuncDef Decl FuncDecl main int Compound Decl n int Decl x int >> >> cin n x Decl sum int 0 = ArrayRef ArrayRef c 0 0 1 For DeclList Decl i int 1 <= i 120 ++ i Compound = ArrayRef ArrayRef c i 0 1 For DeclList Decl j int 1 <= j i ++ j Compound = ArrayRef ArrayRef c i j + ArrayRef ArrayRef c - i 1 - j 1 ArrayRef ArrayRef c - i 1 j End End = ArrayRef ArrayRef dp 0 0 1 << << cerr ""finished"" endl Decl ans long 0.0 FuncCall printf ExprList ""%.9Lf\n"" ans Return 0 End",0
315,315,FileAST Decl ArrayDecl ArrayDecl month int 13 2 InitList InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 FuncDef Decl FuncDecl main int Compound Decl i int Decl leap int 0 Decl y int Decl m int Decl d int Decl ans int 0 >> >> >> cin y m d If || && == % y 4 0 != % y 100 0 == % y 400 0 = leap 1 For = i 1 < i m ++ i += ans ArrayRef ArrayRef month leap i += ans d << << cout ans endl Return 0 End,0
485,485,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl n int Decl i int Decl m int Decl p int Decl q int Decl ArrayDecl ArrayDecl sz int 100 100 Decl sum int FuncCall scanf ExprList ""%d"" & k For = i 0 < i k ++ i Compound = sum 0 FuncCall scanf ExprList ""%d%d"" & m & n For = p 0 < p m ++ p Compound For = q 0 < q n ++ q Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz p q End End If || == m 1 == n 1 Compound For = p 0 < p m ++ p Compound For = q 0 < q n ++ q Compound += sum ArrayRef ArrayRef sz p q End End End Compound For = q 0 <= q - n 1 ++ q Compound += sum ArrayRef ArrayRef sz 0 q End For = q 1 < q - m 1 ++ q Compound += sum ArrayRef ArrayRef sz q - n 1 End For = q 0 < q n ++ q Compound += sum ArrayRef ArrayRef sz - m 1 q End For = q 1 < q - m 1 ++ q Compound += sum ArrayRef ArrayRef sz q 0 End End FuncCall printf ExprList ""%d\n"" sum End Return 0 End",0
805,805,,1
702,702,FileAST FuncDef Decl FuncDecl main int Compound Decl t int >> cin t While > t 0 Compound Decl ArrayDecl ArrayDecl a int 102 102 Decl m int Decl n int >> >> cin m n Decl sum int 0 If == m 1 Compound End Compound For DeclList Decl i int 0 < i n ++ i += sum * + * - + a m 1 i End << << cout sum endl -- t End Return 0 End,1
472,472,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl a int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl b int 12 InitList 31 29 31 30 31 30 31 31 30 31 30 31 Decl y int Decl m int Decl d int Decl l int 0 >> >> >> cin y m d If || != % y 4 0 && == % y 100 0 != % y 400 0 Compound If == m 1 << cout d Compound << cout + l d End End Compound If == m 1 << cout d Compound For DeclList Decl i int 0 < i - m 1 ++ i Compound += l ArrayRef b i End << cout + l d End End Return 0 End,0
927,927,,1
378,378,FileAST Decl ArrayDecl x int 20001 Decl ArrayDecl y int 20001 Decl ArrayDecl s int 20001 Decl FuncDecl ParamList Decl a int Decl b int cmp int FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl a int Decl b int Decl c int Decl d int >> >> cin m n FuncCall memset ExprList s 0 sizeof s For DeclList Decl i int 0 < i m ++ i >> >> cin ArrayRef x i ArrayRef y i FuncCall sort ExprList s + s m cmp Return 0 End,0
932,932,,1
484,484,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl i int Decl j int Decl c int Decl k int 0 Decl ArrayDecl a char 1001 InitList 0 FuncCall scanf ExprList ""%d"" & n While -- n Compound ++ k FuncCall scanf ExprList ""%d"" & m FuncCall gets ExprList a = j FuncCall strlen ExprList a For = i m < i j ++ i Compound = ArrayRef a i ArrayRef a + i 1 End FuncCall printf ExprList ""%d%s\n"" k a End Return 0 End",0
436,436,FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int juzhen int Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl s int 0 Decl i int Decl j int For = i 1 <= i m ++ i Compound For = j 1 <= j n ++ j Compound >> cin ArrayRef ArrayRef a i j End End Decl PtrDecl ArrayDecl p int 100 a Return s End Decl FuncDecl main int,0
770,770,,1
389,389,FileAST Typedef ll long Decl maxn int 123456 Decl ArrayDecl p int 8 Decl ArrayDecl ArrayDecl sx int 6 maxn Decl ArrayDecl ArrayDecl sy int 6 maxn Decl ArrayDecl ArrayDecl dp int 150 123 Decl ArrayDecl op_s int 123 Decl ArrayDecl op_t int 123 Decl ArrayDecl ArrayDecl id int 6 150 FuncDef Decl FuncDecl init void Compound = ArrayRef p 0 1 Decl ArrayDecl a int 6 Decl cnt int 0 For DeclList Decl i int 1 <= i 5 ++ i = ArrayRef a i i DoWhile FuncCall next_permutation ExprList + a 1 + a 6 Compound ++ cnt End End Decl FuncDecl ParamList Decl ArrayDecl a int Cantor int Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int Decl ArrayDecl c int cal void Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int cal2 void Decl FuncDecl main int,0
388,388,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl n int >> cin n While -- n Compound Decl m int Decl i int Decl j int >> cin m Decl ArrayDecl s char 4 ""HDU"" For = i 1 <= i * 3 m ++ i Compound For = j 1 <= j m ++ j << cout s << cout endl End End Return 0 End",0
417,417,"FileAST Typedef ll long Typedef ull unsigned Decl N int + 50 10 Decl mod int 998244353 Decl ArrayDecl MAX int 3 Decl ArrayDecl MAXN int 3 Decl FuncDecl read int Decl ArrayDecl ArrayDecl ArrayDecl dp ll n n n Decl ArrayDecl ArrayDecl a int n n Decl ArrayDecl w int n Decl ArrayDecl ArrayDecl ArrayDecl g int n n n Decl ArrayDecl ArrayDecl ArrayDecl h int n n n FuncDef Decl FuncDecl main int Compound Decl t int Decl n int Decl m int Decl k int Decl q int Decl x int Decl y int Decl z int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d%d%d%d"" & n & m & k & q FuncCall memset ExprList a 0 sizeof a For DeclList Decl i int 1 <= i q ++ i Compound FuncCall scanf ExprList ""%d%d%d"" & x & y & z FuncCall printf ExprList ""%lld\n"" ArrayRef ArrayRef ArrayRef dp x y z End End Return 0 End",0
132,132,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl ArrayDecl c char 20 Decl i long Decl j long Decl n long Decl k long Decl a long Decl b long Decl y long While != FuncCall scanf ExprList ""%s%ld%ld"" c & a & b eof Compound Decl ArrayDecl s char 20 = k 0 = n FuncCall strlen ExprList c If == k 0 Compound FuncCall printf ExprList ""      0\n"" Continue End = i 0 While k Compound = y % k b If && >= y 0 <= y 9 = ArrayRef s i + y 48 Switch y Compound Case 10 = ArrayRef s i 'A' Break Case 11 = ArrayRef s i 'B' Break Case 12 = ArrayRef s i 'C' Break Case 13 = ArrayRef s i 'D' Break Case 14 = ArrayRef s i 'E' Break Case 15 = ArrayRef s i 'F' Break End = k / k b ++ i End If > i 7 FuncCall printf ExprList ""  ERROR"" Compound For = j 0 < j - 7 i ++ j FuncCall printf ExprList "" "" = i - i 1 End FuncCall printf ExprList ""\n"" End Return 0 End",0
171,171,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl sum int >> cin k While -- k Compound = sum 0 >> >> cin m n Decl ArrayDecl ArrayDecl a int n m If == m 1 Compound << << cout sum endl Continue End If == n 1 Compound << << cout sum endl Continue End For = i 1 < i - m 1 ++ i Compound += sum * * + a i += sum * - + * + a i n 1 End << << cout sum endl End Return 0 End,0
213,213,"FileAST Decl ArrayDecl a char 28 InitList "" ABCDEFGHIJKLMNOPQRSTUVWXYZ"" Decl FuncDecl ParamList Decl PtrDecl s char convert int FuncDef Decl FuncDecl ParamList Decl PtrDecl sss char Decl n int Decl m int convert_again void Compound Decl ArrayDecl temp char 1000 """" Decl ArrayDecl space char 2 "" "" Decl ArrayDecl s char 6 = ArrayRef s 5 '\0' Decl ArrayDecl ArrayDecl ss char 22 22 Decl PtrDecl p char sss For DeclList Decl i int 0 < i n ++ i Compound FuncCall strncpy ExprList ArrayRef ss i p m = ArrayRef ArrayRef ss i m '\0' += p m End Decl b1 int Decl b2 int Decl t int Decl tt int = b1 = b2 0 = t n = tt m Decl k int 0 Decl g int 0 Decl tst int 0 Decl begin int 1 While 1 Compound If || >= b1 t >= b2 tt Break ++ b1 If || >= b1 t >= b2 tt Break -- tt If || >= b1 t >= b2 tt Break -- t If || >= b1 t >= b2 tt Break ++ b2 If || >= b1 t >= b2 tt Break End End Decl FuncDecl main int",0
433,433,"FileAST Decl ArrayDecl days int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 FuncDef Decl FuncDecl ParamList Decl year int isleapyear int Compound Return || && == % year 4 0 != % year 100 0 == % year 400 0 End FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl n int 0 Decl i int FuncCall scanf ExprList ""%d %d %d"" & year & month & day For = i 1 < i month ++ i = n + n ArrayRef days i = n + n day If && > month 2 FuncCall isleapyear ExprList year ++ n FuncCall printf ExprList ""%d\n"" n Return 0 End",0
926,926,,1
956,956,,1
866,866,,1
674,674,"FileAST FuncDef Decl FuncDecl main int Compound Decl x int Decl y int Decl z int FuncCall scanf ExprList ""%d%d%d"" & x & y & z Decl ArrayDecl s int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 Decl m int 0 Decl n int 0 For = m 0 < m - y 1 ++ m += n ArrayRef s m Decl D int If && && || && == % x 4 0 != % x 100 0 == % x 400 0 != y 1 != y 2 = d + + n z 1 = d + n z FuncCall printf ExprList ""%d"" d Return 0 End",1
421,421,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl ArrayDecl d int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 Decl year int Decl month int Decl day int Decl i int Decl days int 0 FuncCall scanf ExprList ""%d%d%d"" & year & month & day For = i 1 < i month ++ i Compound = days + days ArrayRef d - i 1 End = days + days day If && || == % year 4 0 == % year 400 0 > month 2 = days ++ days FuncCall printf ExprList ""%d"" days End",0
120,120,FileAST Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl sum int 0 FuncDef Decl FuncDecl main int Compound >> cin k While > k 0 Compound -- k >> >> cin m n If || || || == m 1 == m 2 == n 1 == n 2 Compound For = i 1 <= i m ++ i For = j 1 <= j n ++ j += sum ArrayRef ArrayRef a i j End Compound End << << cout sum endl = sum 0 End End,0
